Target,Year,Uniprot,ProteinName,Resolution,pIC50,Unit,Molecule ID
1grp,1996,P08200,ISOCITRATE DEHYDROGENASE,2.50,3.72,Ki=0.189mM,ICT
1rth,1996,P04585,HIV-1 REVERSE TRANSCRIPTASE,2.20,6.4,IC50=0.4uM,U05
1mmp,1996,P09237,MATRILYSIN,2.30,6.07,Ki=0.85uM,RSS
1mmr,1996,P09237,MATRILYSIN,2.40,5.4,Ki=4.0uM,SRS
1inh,1996,P06820,INFLUENZA A SUBTYPE N2 NEURAMINIDASE,2.40,2.3,IC50=5mM,ST6
1ing,1996,P06820,INFLUENZA A SUBTYPE N2 NEURAMINIDASE,2.40,2.0,IC50>10mM,ST5
1zsb,1996,P00918,CARBONIC ANHYDRASE 2,2.00,0.6,Kd=250mM,AZM
1fkw,1996,P03958,ADENOSINE DEAMINASE,2.40,5.05,Ki=9uM,PUR
1gah,1996,P22832,GLUCOAMYLASE-471,2.00,12.0,Ki=1pM,ACR
1rdi,1996,P08661,MANNOSE-BINDING PROTEIN-C,1.80,2.06,Ki=8.8mM,MFU
1rdl,1996,P08661,MANNOSE-BINDING PROTEIN-C,1.70,2.24,Ki=5.7mM,MMA
1mtr,1996,P03369,HIV-1 PROTEASE,1.75,8.4,Ki=4nM,PI6
1det,1996,P00651,RIBONUCLEASE T1,1.80,4.3,Kd=50uM,2GP
1gai,1996,P22832,GLUCOAMYLASE-471,1.70,8.0,Ki=10nM,GAC
1amn,1996,P04058,ACETYLCHOLINESTERASE,2.80,13.82,Ki=15fM,NAF
1lhg,1996,P00734,THROMBIN ALPHA,2.25,7.1,Ki=79nM,DI5
1rdn,1996,P08661,MANNOSE-BINDING PROTEIN-C,1.80,1.84,Ki=14.4mM,MAG
1bmm,1996,P00734,THROMBIN ALPHA,2.60,7.1,Ki=79nM,BM2
1str,1996,P22629,STREPTAVIDIN,1.80,4.77,Kd=17uM,6-mer
1rdj,1996,P08661,MANNOSE-BINDING PROTEIN-C,1.80,1.66,Ki=21.7mM,MFB
1lkk,1996,P06239,P56 TYROSINE KINASE,1.00,6.85,Kd=140nM,4-mer
2csn,1996,P40233,CASEIN KINASE-1,2.50,4.41,Ki=39uM,CKI
1lkl,1996,P06239,P56 TYROSINE KINASE,1.80,5.81,Kd=1540nM,4-mer
1sts,1996,P22629,STREPTAVIDIN,1.95,5.0,Kd=10uM,7-mer
1njb,1996,P00469,THYMIDYLATE SYNTHASE,2.74,5.8,Kd=1.6uM,UMP
1njd,1996,P00469,THYMIDYLATE SYNTHASE,2.20,5.57,Kd=2.7uM,UMP
1njc,1996,P00469,THYMIDYLATE SYNTHASE,2.50,5.55,Kd=2.8uM,DCM
1gym,1996,P14262,PHOSPHATIDYLINOSITOL-SPECIFIC PHOSPHOLIPASE C,2.20,2.7,IC50=2mM,MYG
1hsh,1996,P04584,HIV-2 PROTEASE,1.90,9.42,Ki=0.38nM,MK1
1sle,1996,P22629,STREPTAVIDIN,2.00,6.17,Kd=670nM,8-mer
1igb,1996,Q01693,LEUCYL AMINOPEPTIDASE,2.30,6.4,Ki=0.4uM,IPO
1sld,1996,P22629,STREPTAVIDIN,2.50,6.57,Kd=270nM,6-mer
1tsy,1996,P00469,THYMIDYLATE SYNTHASE,2.20,4.96,Kd=11.0uM,UMP
1dif,1996,P03367,HIV-1 PROTEASE,1.70,10.66,Ki=22pM,A85
1tsv,1996,P00469,THYMIDYLATE SYNTHASE,2.90,4.8,Kd=16.0uM,UMP
1pro,1996,P12499,HIV-1 PROTEASE,1.80,11.3,Ki=5pM,A88
1hpx,1996,P03367,HIV-1 PROTEASE,2.00,11.26,Ki=5.5pM,KNI
1rti,1996,P04585,HIV-1 REVERSE TRANSCRIPTASE,3.00,4.77,IC50=17uM,HEF
1btn,1996,Q62261,BETA-SPECTRIN,2.00,4.4,Kd=40uM,I3P
1nja,1996,P00469,THYMIDYLATE SYNTHASE,2.50,6.31,Kd=0.49uM,DCM
1qwf,1996,P00525,TYROSINE-PROTEIN KINASE TRANSFORMING PROTEIN SRC,NMR,6.35,Kd=0.45uM,12-mer
1qwe,1996,P00525,TYROSINE-PROTEIN KINASE TRANSFORMING PROTEIN SRC,NMR,5.92,Kd=1.2uM,12-mer
1tcw,1996,Q07387,SIV PROTEASE,2.40,6.02,Ki=960nM,IM1
1sln,1996,P08254,STROMELYSIN-1,2.27,6.64,Ki=0.23uM,INH
1aht,1996,P00734,THROMBIN ALPHA,1.60,6.21,Ki=0.62uM,APA
1cpi,1996,P03369,HIV-1 PROTEASE,2.05,7.41,IC50=39nM,5-mer
1rnm,1996,P61823,RIBONUCLEASE A,2.00,3.07,Ki=844.2uM,C5P
1mmq,1996,P09237,MATRILYSIN,1.90,7.52,Ki=0.03uM,RRS
1nje,1996,P00469,THYMIDYLATE SYNTHASE,2.30,3.8,Kd=160uM,DCM
1fmb,1996,P32542,EIAV PROTEASE,1.80,10.0,Ki=0.1nM,HYB
1hsg,1996,P03367,HIV-1 PROTEASE,2.00,9.42,Ki=0.38nM,MK1
1bim,1996,P00797,RENIN,2.80,8.92,IC50=1.2nM,0QB
2csm,1996,P32178,CHORISMATE MUTASE,2.80,4.3,Ki=0.05mM,TYR
1pig,1996,P00690,ALPHA-AMYLASE,2.20,9.15,IC50=0.7nM,8-mer
1pot,1996,P23861,SPERMIDINE/PUTRESCINE-BINDING PROTEIN,1.80,5.49,Kd=3.2uM,SPD
1fpi,1996,P00636,"FRUCTOSE-1,6-BISPHOSPHATASE",2.30,5.89,IC50=1.3uM,AMP
1vru,1996,P04585,HIV-1 REVERSE TRANSCRIPTASE,2.40,7.0,IC50=0.1uM,AAP
1vrt,1996,P04585,HIV-1 REVERSE TRANSCRIPTASE,2.20,7.1,IC50=0.08uM,NVP
1inf,1996,P03474,NEURAMINIDASE,2.40,5.0,IC50=10uM,ST4
1cyn,1996,P23284,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE B,1.85,7.68,Ki<21nM,11-mer
1mik,1996,P05092,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE A,1.76,6.35,IC50=450nM,11-mer
1cwb,1996,P05092,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE A,2.20,7.89,Ki=13nM,11-mer
1rev,1996,P04585,HIV-1 REVERSE TRANSCRIPTASE,2.60,7.48,Ki=33nM,TB9
1tcx,1996,P04587,HIV-1 PROTEASE,2.30,6.95,Ki=112nM,IM1
1cea,1996,P00747,PLASMINOGEN,2.06,4.96,Kd=11uM,ACA
1cwc,1996,P05092,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE A,1.86,7.8,IC50=16.0nM,11-mer
1ceb,1996,P00747,PLASMINOGEN,2.07,6.0,Kd=1uM,AMH
1jrs,1996,P00760,TRYPSIN,1.80,6.4,Ki=0.4uM,3-mer
1dud,1996,P06968,DEOXYURIDINE 5'-TRIPHOSPHATE NUCLEOTIDOHYDROLASE,2.30,4.82,Ki=15uM,DUD
2upj,1996,P03367,HIV-1 PROTEASE,3.00,7.39,Ki=0.041uM,U02
1lhe,1996,P00734,THROMBIN ALPHA,2.25,9.54,Ki=0.29nM,DI3
1swi,1996,P03069,GCN4P1,2.60,3.1,Kd=800uM,BNZ
1lhd,1996,P00734,THROMBIN ALPHA,2.35,9.62,Ki=0.24nM,DI2
1lhc,1996,P00734,THROMBIN ALPHA,1.95,10.4,Ki=0.04nM,DP7
1gno,1996,P03368,HIV-1 PROTEASE,2.30,7.7,Ki=20nM,U0E
1mai,1996,P10688,PHOSPHOLIPASE C DELTA-1,1.90,6.68,Kd=210nM,I3P
1gnm,1996,P03368,HIV-1 PROTEASE,2.30,6.25,Ki=560nM,U0E
1bmn,1996,P00734,THROMBIN ALPHA,2.80,8.44,Ki=3.6nM,BM9
1slg,1996,P22629,STREPTAVIDIN,1.76,3.9,Kd=125uM,7-mer
1gaf,1996,P01857,CHIMERIC 48G7 FAB,1.95,8.0,Kd=10nM,NPE
1bil,1996,P00797,RENIN,2.40,9.3,IC50=0.5nM,0IU
1jaq,1996,P22894,NEUTROPHIL COLLAGENASE (MMP-8),2.40,4.48,Ki=33uM,01S
1noi,1996,P00489,GLYCOGEN PHOSPHORYLASE,2.50,3.15,Ki=700uM,NTZ
1nok,1996,P00489,GLYCOGEN PHOSPHORYLASE,2.40,3.15,Ki=700uM,NTZ
1dar,1996,Q5SHN5,ELONGATION FACTOR G,2.40,4.96,Kd=11uM,GDP
1lhf,1996,P00734,THROMBIN ALPHA,2.40,8.09,Ki=8.1nM,DI4
1jao,1996,P22894,NEUTROPHIL COLLAGENASE (MMP-8),2.40,5.92,Ki=1.2uM,0D3
2olb,1996,P06202,OLIGO-PEPTIDE BINDING PROTEIN,1.40,5.54,Kd=2900nM,3-mer
1kel,1996,P01868,ANTIBODY FAB FRAGMENT,1.90,7.28,Kd=52nM,AAH
1gnn,1996,P03368,HIV-1 PROTEASE,2.30,5.68,Ki=2100nM,U0E
1mdl,1996,P11444,MANDELATE RACEMASE,1.85,3.09,Ki=810uM,RMN
1noj,1996,P00489,GLYCOGEN PHOSPHORYLASE,2.40,3.15,Ki=700uM,NTZ
1pbk,1996,Q00688,FKBP25,2.50,9.05,Ki=0.9nM,RAP
2adm,1997,P14385,ADENINE-N6-DNA-METHYLTRANSFERASE TAQI,2.60,5.7,Kd=2.0uM,SAM
1rt2,1997,P04585,HIV-1 REVERSE TRANSCRIPTASE,2.55,8.22,IC50=6nM,TNK
2gss,1997,P09211,GLUTATHIONE S-TRANSFERASE P1-1,1.90,4.94,Ki=11.5uM,EAA
1amk,1997,P48499,TRIOSEPHOSPHATE ISOMERASE,1.83,4.3,Ki=50uM,PGA
1lt5,1997,P32890,HEAT-LABILE ENTEROTOXIN B CHAIN,1.70,2.7,IC50=2mM,TDG
1ado,1997,P00883,ALDOLASE,1.90,6.0,Kd=1uM,13P
1lt6,1997,P32890,HEAT-LABILE ENTEROTOXIN B CHAIN,2.20,3.3,IC50=0.5mM,GAA
1nox,1997,Q60049,NADH OXIDASE,1.59,7.05,Kd=90nM,FMN
1ag9,1997,P61949,FLAVODOXIN,1.80,9.0,Kd=1nM,FMN
1aqi,1997,P14385,ADENINE-N6-DNA-METHYLTRANSFERASE TAQI,2.60,5.62,Kd=2.4uM,SAH
1tvr,1997,P03366,HIV-1 REVERSE TRANSCRIPTASE,3.00,7.48,IC50=33nM,TB9
3gss,1997,P09211,GLUTATHIONE S-TRANSFERASE P1-1,1.90,5.82,Ki=1.5uM,2-mer
1kvo,1997,P14555,PHOSPHOLIPASE A2,2.00,7.89,IC50=0.013uM,OAP
1aid,1997,P03369,HIV-1 PROTEASE,2.20,4.82,Ki=15uM,THK
1rt1,1997,P04585,HIV-1 REVERSE TRANSCRIPTASE,2.55,8.1,IC50=8nM,MKC
1aqj,1997,P14385,ADENINE-N6-DNA-METHYLTRANSFERASE TAQI,2.60,6.47,Kd=0.34uM,SFG
1yds,1997,P00517,CAMP-DEPENDENT PROTEIN KINASE,2.20,5.92,Ki=1.2uM,IQS
1rst,1997,P22629,STREPTAVIDIN,1.70,4.43,Kd=37uM,9-mer
1fwe,1997,P18316,UREASE,2.00,5.6,Ki=2.5uM,HAE
1tom,1997,P00734,THROMBIN ALPHA,1.80,8.3,Ki=5nM,MIN
1dth,1997,P15167,ATROLYSIN C,2.00,8.22,IC50=6nM,BAT
3vgc,1997,P00766,GAMMA CHYMOTRYPSIN,1.67,5.51,Ki=3.11uM,SRB
1drv,1997,P04036,DIHYDRODIPICOLINATE REDUCTASE,2.20,6.54,Kd=0.29uM,A3D
1vgc,1997,P00766,GAMMA CHYMOTRYPSIN,1.90,5.92,Ki=1.20uM,V36
4vgc,1997,P00766,GAMMA CHYMOTRYPSIN,2.10,6.9,Ki=0.127uM,SRD
1shc,1997,P29353,SHC,NMR,7.28,Kd=53nM,12-mer
2vgc,1997,P00766,GAMMA CHYMOTRYPSIN,1.80,5.24,Ki=5.76uM,V35
1jlx,1997,Q71QF2,AGGLUTININ,2.20,5.8,IC50=1.6uM,3-mer
1ad8,1997,P00734,THROMBIN,2.00,6.6,Ki=0.25uM,MDL
1sqc,1997,P33247,SQUALENE-HOPENE CYCLASE,2.85,6.85,Ki=0.14uM,LDA
2aac,1997,P0A9E0,ARAC,1.60,2.22,Kd=6mM,FCB
1nlp,1997,P00525,C-SRC,NMR,4.96,Kd=11uM,8-mer
1rbo,1997,P00875,RIBULOSE BISPHOSPHATE CARBOXYLASE/OXYGENASE,2.30,12.72,Kd=0.19pM,CAP
1nlo,1997,P00525,C-SRC,NMR,5.47,Kd=3.4uM,9-mer
1ml1,1997,P04789,TRIOSEPHOSPHATE ISOMERASE,2.60,4.28,Ki=52uM,PGA
1rtf,1997,P00750,TISSUE PLASMINOGEN ACTIVATOR,2.30,3.04,Ki=910uM,BEN
2rox,1997,P02766,TRANSTHYRETIN,2.00,4.98,IC50=10.5uM,T44
2kce,1997,P0A884,THYMIDYLATE SYNTHASE,2.20,6.17,Ki=0.67uM,D16
1uvt,1997,P00735,THROMBIN,2.50,7.64,Ki=0.023uM,I48
1uvs,1997,P00734,THROMBIN,2.80,5.4,Ki=4uM,I11
1tze,1997,P29354,GROWTH FACTOR RECEPTOR-BOUND PROTEIN 2,2.10,6.83,IC50=0.148uM,7-mer
1gbq,1997,Q60631,GRB2,NMR,2.46,Kd=3.5mM,10-mer
1ydt,1997,P00517,CAMP-DEPENDENT PROTEIN KINASE,2.30,7.32,Ki=48nM,IQB
1uvu,1997,P00735,THROMBIN,2.80,5.0,Ki=10uM,DCH
1sme,1997,P46925,PLASMEPSIN-2,2.70,11.22,Ki=6pM,6-mer
3gbq,1997,Q60631,GRB2,NMR,5.46,Kd=3.5uM,10-mer
1avp,1997,P03252,ADENOVIRAL PROTEINASE,2.60,7.92,Kd=12nM,11-mer
1ao0,1997,P00497,GLUTAMINE PHOSPHORIBOSYLPYROPHOSPHATE,2.80,4.96,Kd=11.0uM,ADP
2h4n,1997,P00918,CARBONIC ANHYDRASE 2,1.90,8.7,Kd=2nM,AZM
1hxb,1997,P04585,HIV-1 PROTEASE,2.30,9.92,Ki=0.12nM,ROC
1dub,1997,P14604,2-ENOYL-COA HYDRATASE,2.50,5.8,Ki=1.6uM,CAA
1qbu,1997,P04585,HIV-1 PROTEASE,1.80,10.24,Ki=0.058nM,846
1mpa,1997,A2NHM3,MN12H2 IGG2A-KAPPA,2.60,8.04,Kd=9.1nM,9-mer
1qbr,1997,P04585,HIV-1 PROTEASE,1.80,10.57,Ki=0.027nM,XV6
1qbt,1997,P04585,HIV-1 PROTEASE,2.10,10.62,Ki=0.024nM,146
1aqc,1997,Q02410,X11,2.30,5.34,Kd=4.56uM,10-mer
3aid,1997,P03369,HIV-1 PROTEASE,2.50,6.86,Ki=137nM,ARQ
1ajp,1997,P06875,PENICILLIN AMIDOHYDROLASE,2.31,2.23,Ki=5.85mM,OMD
1ai4,1997,P06875,PENICILLIN AMIDOHYDROLASE,2.35,2.5,Ki=3.13mM,DHY
1ajn,1997,P06875,PENICILLIN AMIDOHYDROLASE,2.36,2.63,Ki=2.32mM,AAN
2hrp,1997,P01837,MONOCLONAL ANTIBODY F11.2.32,2.20,8.3,Kd=5nM,10-mer
1ai5,1997,P06875,PENICILLIN AMIDOHYDROLASE,2.36,3.72,Ki=0.189mM,MNP
1ai6,1997,P06875,PENICILLIN AMIDOHYDROLASE,2.55,3.97,Ki=0.107mM,4HP
1ai7,1997,P06875,PENICILLIN AMIDOHYDROLASE,2.50,4.09,Ki=0.082mM,IPH
3mbp,1997,P02928,MALTODEXTRIN-BINDING PROTEIN,1.70,6.8,Ki=0.16uM,3-mer
1ajq,1997,P06875,PENICILLIN AMIDOHYDROLASE,2.05,4.31,Ki=0.049mM,SPA
1dmp,1997,P04585,HIV-1 PROTEASE,2.00,9.55,Ki=0.28nM,DMQ
1fax,1997,P00742,COAGULATION FACTOR XA,3.00,7.39,Ki=41nM,DX9
1uwb,1997,P03366,HIV-1 REVERSE TRANSCRIPTASE,3.20,8.34,IC50=4.6nM,TBO
1irs,1997,P35568,IRS-1,NMR,5.22,Kd=6uM,11-mer
1ajv,1997,P03366,HIV-1 PROTEASE,2.00,7.72,Ki=19.1nM,NMB
1vot,1997,P04058,ACETYLCHOLINESTERASE,2.50,6.6,Ki=250nM,HUP
1ajx,1997,P03366,HIV-1 PROTEASE,2.00,7.91,Ki=12.2nM,AH1
2mas,1997,Q27546,INOSINE-URIDINE NUCLEOSIDE N-RIBOHYDROLASE,2.30,7.52,Kd=30nM,PIR
1jet,1997,P06202,OLIGO-PEPTIDE BINDING PROTEIN,1.20,7.25,Kd=56nM,3-mer
1juy,1997,P0A7D4,ADENYLOSUCCINATE SYNTHETASE,2.50,7.66,Ki=22nM,H5P
1aj7,1997,P01857,IMMUNOGLOBULIN 48G7 GERMLINE FAB,2.10,3.87,Kd=135uM,NPE
1jev,1997,P06202,OLIGO-PEPTIDE BINDING PROTEIN,1.30,6.89,Kd=130nM,3-mer
1jeu,1997,P06202,OLIGO-PEPTIDE BINDING PROTEIN,1.25,6.82,Kd=150nM,3-mer
7upj,1997,P03367,HIV-1 PROTEASE,2.00,8.49,Ki=3.2nM,INU
1vfn,1997,P55859,PURINE NUCLEOSIDE PHOSPHORYLASE,2.15,5.6,Ki=2.5uM,HPA
1aq1,1997,P24941,CYCLIN-DEPENDENT KINASE 2,2.00,8.15,IC50=7nM,STU
2rkm,1997,P06202,OLIGO-PEPTIDE BINDING PROTEIN,1.80,3.9,Ki=125uM,2-mer
1okl,1997,P00918,CARBONIC ANHYDRASE 2,2.10,6.03,Kd=0.93uM,MNS
1bxl,1997,Q07817,BCL-XL,NMR,6.47,Kd=0.34uM,16-mer
1h4n,1997,P00918,CARBONIC ANHYDRASE 2,2.00,4.92,Ki=12uM,TRS
1avn,1997,P00918,CARBONIC ANHYDRASE 2,2.00,3.9,Kd=0.125mM,HSM
1hpo,1997,P03367,HIV-1 PROTEASE,2.50,9.22,Ki=0.6nM,UNI
1anf,1997,P02928,MALTODEXTRIN-BINDING PROTEIN,1.67,5.46,Ki=3.5uM,GLC-GLC
1qbs,1997,P04585,HIV-1 PROTEASE,1.80,9.47,Ki=0.34nM,DMP
5upj,1997,P04584,HIV-2 PROTEASE,2.30,7.12,Ki=75nM,UIN
1al7,1997,P05414,GLYCOLATE OXIDASE,2.60,7.8,Ki=16nM,HST
1ydr,1997,P00517,CAMP-DEPENDENT PROTEIN KINASE,2.20,5.52,Ki=3.0uM,IQP
1jld,1997,P04584,HIV-2 PROTEASE,2.50,6.73,IC50=185nM,0PP
1lfo,1997,P02692,LIVER FATTY ACID BINDING PROTEIN,2.30,6.7,Kd~0.2uM,OLA
2jxr,1997,P07267,SACCHAROPEPSIN,2.40,7.05,Ki=90nM,2Z3
1af2,1997,P0ABF6,CYTIDINE DEAMINASE,2.30,3.1,Ki=0.8mM,__U
1pau,1997,P42574,APOPAIN,2.50,9.46,Ki=0.35nM,5-mer
1bkm,1997,P00524,PP60 V-SRC TYROSINE KINASE TRANSFORMING PROTEIN,2.00,5.74,IC50=1.8uM,1C5
1al8,1997,P05414,GLYCOLATE OXIDASE,2.20,5.32,Ki=4.8uM,DHP
6upj,1997,P04584,HIV-2 PROTEASE,2.34,6.32,Ki=480nM,NIU
1br8,1998,P01008,ANTITHROMBIN-III,2.90,4.74,Kd=18uM,12-mer
1b3g,1998,P06202,OLIGO-PEPTIDE BINDING PROTEIN,2.00,6.7,Kd=200nM,3-mer
1a99,1998,P31133,PUTRESCINE-BINDING PROTEIN,2.20,5.7,Kd=2uM,PUT
1b3h,1998,P06202,OLIGO-PEPTIDE BINDING PROTEIN,2.00,6.21,Kd=0.62uM,3-mer
1fgi,1998,P11362,FGF RECEPTOR 1,2.50,5.0,IC50=10uM,SU1
1meu,1998,P03366,HIV-1 PROTEASE,1.90,6.1,Ki=0.8uM,DMP
1af6,1998,P02943,MALTOPORIN,2.40,1.82,Kd=15mM,GLC-FRU
1b5h,1998,P06202,OLIGO-PEPTIDE BINDING PROTEIN,1.90,6.01,Kd=0.97uM,3-mer
1b0h,1998,P06202,OLIGO-PEPTIDE BINDING PROTEIN,1.90,6.7,Kd=0.20uM,3-mer
4mbp,1998,P02928,MALTODEXTRIN-BINDING PROTEIN,1.70,5.64,Ki=2.3uM,4-mer
1b3l,1998,P06202,OLIGO-PEPTIDE BINDING PROTEIN,2.00,5.89,Kd=1300nM,3-mer
1bwa,1998,P04585,HIV-1 PROTEASE,1.90,8.6,Ki=2.5nM,XV6
1a0t,1998,P22340,SUCROSE-SPECIFIC PORIN,2.40,1.3,Kd=50mM,SUC
1hfs,1998,P08254,STROMELYSIN-1,1.70,8.7,Ki=2nM,L04
1bm2,1998,P29354,GROWTH FACTOR RECEPTOR-BOUND PROTEIN 2,2.10,6.96,IC50=0.11uM,7-mer
1ibc,1998,P29466,INTERLEUKIN-1 BETA CONVERTASE,2.73,10.25,Ki=56pM,4-mer
2hpa,1998,P15309,PROSTATIC ACID PHOSPHATASE,2.90,4.6,Ki=25uM,PT3
1b4h,1998,P06202,OLIGO-PEPTIDE BINDING PROTEIN,1.90,5.46,Kd=3.44uM,3-mer
1bmq,1998,P29466,INTERLEUKIN-1 BETA CONVERTASE,2.50,7.42,IC50=38nM,MNO
3pcj,1998,P00436,"PROTOCATECHUATE 3,4-DIOXYGENASE",2.13,7.22,Kd=0.06uM,INO
3pck,1998,P00436,"PROTOCATECHUATE 3,4-DIOXYGENASE",2.13,6.7,Kd=0.2uM,NNO
1bmb,1998,P62993,GROWTH FACTOR RECEPTOR-BOUND PROTEIN 2,1.80,6.15,IC50=0.7uM,9-mer
1a9q,1998,P55859,PURINE NUCLEOSIDE PHOSPHORYLASE,2.00,6.17,Kd=0.68uM,HPA
1b1h,1998,P06202,OLIGO-PEPTIDE BINDING PROTEIN,1.80,7.03,Kd=0.093uM,3-mer
1akv,1998,P00323,FLAVODOXIN,2.00,11.59,Kd=0.0026nM,FM
1a07,1998,P12931,C-SRC TYROSINE KINASE,2.20,6.4,Kd=0.4uM,4-mer
4aig,1998,P34179,ADAMALYSIN II,2.00,6.52,IC50=0.3uM,FLX
3jdw,1998,P50440,L-ARGININE/GLYCINE AMIDINOTRANSFERASE,2.40,3.6,Ki=253uM,ORN
1bju,1998,P00760,TRYPSIN BETA,1.80,4.8,Ki=16uM,GP6
1azg,1998,P27986,PRO-PRO-ARG-PRO-LEU-PRO-VAL-ALA-PRO-GLY-SER-SER,NMR,4.8,Kd=16uM,14-mer
1hvh,1998,P04585,HIV-1 PROTEASE,1.80,7.96,Ki=11nM,Q82
1a8i,1998,P00489,GLYCOGEN PHOSPHORYLASE,1.78,5.52,Ki=3.0uM,GLS
1a1b,1998,P12931,C-SRC TYROSINE KINASE,2.20,6.4,Kd=0.4uM,3-mer
1a1c,1998,P12931,C-SRC TYROSINE KINASE,2.40,6.4,Kd=0.4uM,3-mer
1a09,1998,P12931,C-SRC TYROSINE KINASE,2.00,6.7,Kd=0.2uM,4-mer
1b7h,1998,P06202,OLIGO-PEPTIDE BINDING PROTEIN,2.00,8.02,Kd=0.0095uM,3-mer
10gs,1998,P09211,GLUTATHIONE S-TRANSFERASE P1-1,2.20,6.4,Ki=0.4uM,VWW
1b3f,1998,P06202,OLIGO-PEPTIDE BINDING PROTEIN,1.80,6.89,Kd=130nM,3-mer
1b6h,1998,P06202,OLIGO-PEPTIDE BINDING PROTEIN,1.80,7.82,Kd=0.015uM,3-mer
1bq4,1998,P00950,PHOSPHOGLYCERATE MUTASE 1,2.50,5.22,Ki=6uM,BHC
1jmf,1998,P00469,THYMIDYLATE SYNTHASE,2.50,5.77,Kd=1.7uM,UMP
1bq3,1998,P00950,PHOSPHOGLYCERATE MUTASE 1,2.70,5.4,Ki=4uM,IHP
3pax,1998,P26446,POLY (ADP-RIBOSE) POLYMERASE,2.40,5.0,IC50=10uM,3MB
4pax,1998,P26446,POLY (ADP-RIBOSE) POLYMERASE,2.80,6.4,IC50=0.4uM,NU1
2pax,1998,P26446,POLY (ADP-RIBOSE) POLYMERASE,2.40,6.74,IC50=0.18uM,4AN
1b05,1998,P06202,OLIGO-PEPTIDE BINDING PROTEIN,2.00,7.12,Kd=75nM,3-mer
2amv,1998,P00489,GLYCOGEN PHOSPHORYLASE,2.30,8.8,Ki=1.6nM,BIN
1b32,1998,P06202,OLIGO-PEPTIDE BINDING PROTEIN,1.75,7.1,Kd=79nM,3-mer
1xug,1998,P00760,TRYPSIN,1.50,7.05,Ki=0.09uM,BAB
1b2h,1998,P06202,OLIGO-PEPTIDE BINDING PROTEIN,1.90,4.54,Kd=29uM,3-mer
1bwb,1998,P04585,HIV-1 PROTEASE,1.80,8.42,Ki=3.8nM,146
1a9m,1998,P03368,HIV-1 PROTEASE,2.30,6.92,Ki=119nM,U0E
1ohr,1998,Q9Q288,HIV-1 PROTEASE,2.10,8.7,Ki=2nM,1UN
3tlh,1998,P03366,HIV-1 PROTEASE,2.00,8.82,Ki=1.5nM,3TL
1a30,1998,P04585,HIV-1 PROTEASE,2.00,4.3,Ki=50uM,3-mer
1akt,1998,P00323,FLAVODOXIN,1.80,8.49,Kd=3.2nM,FM
1tsm,1998,P00469,THYMIDYLATE SYNTHASE,3.00,6.0,Ki=1.0uM,MR2
1jmi,1998,P00469,THYMIDYLATE SYNTHASE,2.50,6.06,Kd=0.87uM,UMP
1a4h,1998,P02829,HEAT SHOCK PROTEIN HSP90,2.50,5.92,Kd=1.2uM,GDM
1hxw,1998,P12499,HIV-1 PROTEASE,1.80,10.82,Ki=15pM,RIT
1ax0,1998,P16404,LECTIN,1.90,3.13,Kd=0.746mM,A2G
1alw,1998,P04574,CALPAIN,2.03,6.52,Ki=0.3uM,ISA
1lvk,1998,P08799,MYOSIN,1.90,5.92,Kd=1.2uM,MNT-BEF
1axz,1998,P16404,LECTIN,1.95,3.2,Kd=0.637mM,GAL
1ax1,1998,P16404,LECTIN,1.95,3.29,Kd=0.515mM,GLC-GAL
1amw,1998,P02829,HEAT SHOCK PROTEIN HSP90,1.85,4.54,Kd=29uM,ADP
1bbz,1998,P00519,ABL TYROSINE KINASE,1.65,5.82,Kd=1.5uM,11-mer
1akw,1998,P00323,FLAVODOXIN,1.75,8.59,Kd=2.6nM,FM
2usn,1998,P08254,STROMELYSIN-1,2.20,6.51,Ki=0.31uM,IN8
1aku,1998,P00323,FLAVODOXIN,1.90,6.13,Kd=746nM,FM
1b11,1998,P16088,FIV PROTEASE,1.90,7.39,Ki=41nM,3TL
5fiv,1998,P16088,RETROPEPSIN,1.90,7.66,Ki=22nM,3TL
6fiv,1998,P16088,RETROPEPSIN,1.90,8.08,Ki=8.3nM,3TL
1bl4,1998,P62942,FK506-BINDING PROTEIN,1.90,8.74,IC50=1.8nM,AP1
1skj,1998,P00524,PP60 V-SRC TYROSINE KINASE TRANSFORMING PROTEIN,2.00,5.15,IC50=7.0uM,UR2
1tsl,1998,P00469,THYMIDYLATE SYNTHASE,2.50,6.15,Ki=0.7uM,A15
1br5,1998,P02879,RICIN,2.50,2.7,Ki>2mM,NEO
1a7x,1998,P62942,FK506-BINDING PROTEIN (FKBP),2.00,9.7,Kd=0.2nM,FKA
1awi,1998,P07737,PROFILIN,2.20,4.05,Kd=90uM,10-mer
1jmg,1998,P00469,THYMIDYLATE SYNTHASE,2.20,6.07,Kd=0.85uM,UMP
1br6,1998,P02879,RICIN,2.30,3.22,Ki=0.6mM,PT1
1ax2,1998,P16404,LECTIN,1.95,3.99,Kd=0.103mM,NAG-GAL
1bjv,1998,P00760,TRYPSIN BETA,1.80,5.54,Ki=2.9uM,GP8
1x11,1998,Q02410,X11,2.50,6.49,Kd=0.32uM,14-mer
